,cust_id,cust_name,no_of_acc,email,facebook_id,twitter_id,address,city,state,postcode,cust_identity,cust_contact
5502,39615,Dean Hudson,1,DeanHudson@abc.com,DeanHudson36,@DeanHudson,109 East 64th Street ,Savannah,Georgia,31405,855156,682376391
5503,66415,Linda Morgan,1,LindaMorgan@abc.com,LindaMorgan28,@LindaMorgan,620 Veta Avenue ,Pueblo,Colorado,81004,828683,613249027
5504,31524,Arthur Jeter,2,ArthurJeter@abc.com,ArthurJeter22,@ArthurJeter,1828 Ridgewick Road ,Glen Burnie,Maryland,21061,820906,663079843
5505,44540,Michael Barker,3,MichaelBarker@abc.com,MichaelBarker24,@MichaelBarker,2755 Country Drive #244,Fremont,California,94536,886327,670905624
5506,31371,Nora Andrade,3,NoraAndrade@abc.com,NoraAndrade40,@NoraAndrade,86 Russell Street ,Manchester,Connecticut,06040,833660,621041037
5507,82418,Jacqueline Kelly,3,JacquelineKelly@abc.com,JacquelineKelly10,@JacquelineKelly,4809 Trappers Ridge ,Nashville,Tennessee,37013,858038,690259990
5508,34833,Kenneth Peterson,2,KennethPeterson@abc.com,KennethPeterson25,@KennethPeterson,194 Buckland Hills Drive #2010,Manchester,Connecticut,06042,877778,690673068
5509,29873,Martha Martinez,4,MarthaMartinez@abc.com,MarthaMartinez32,@MarthaMartinez,7613 Yule Court ,Arvada,Colorado,80007,806725,621984141
5510,35287,Mary Poucher,4,MaryPoucher@abc.com,MaryPoucher74,@MaryPoucher,2522 Fountain Avenue ,South Lake Tahoe,California,96150,849643,662597634
5511,11170,James Richter,3,JamesRichter@abc.com,JamesRichter92,@JamesRichter,8502 Madrone Avenue ,Louisville,Kentucky,40258,855948,645240431
5512,34398,Pauline Stanford,3,PaulineStanford@abc.com,PaulineStanford56,@PaulineStanford,85 Hokum Rock Road ,Dennis,Massachusetts,02638,863256,686836174
5513,16164,Eric Cumpston,4,EricCumpston@abc.com,EricCumpston93,@EricCumpston,720 Southwest 2nd Street ,Moore,Oklahoma,73160,821526,665923218
5514,36444,Nicolas Brown,1,NicolasBrown@abc.com,NicolasBrown91,@NicolasBrown,6000 Parker Drive ,Deale,Maryland,20751,820898,632437208
5515,79532,Troy Zamora,3,TroyZamora@abc.com,TroyZamora81,@TroyZamora,2348 Cantalise Drive ,Dublin,California,94568,810153,634076390
5516,37020,Desiree Hatton,3,DesireeHatton@abc.com,DesireeHatton37,@DesireeHatton,7509 Linda Lane ,Panama City,Florida,32404,815919,686539772
5517,92430,Vincent Duran,1,VincentDuran@abc.com,VincentDuran54,@VincentDuran,1311 Elm Hill Pike ,Nashville,Tennessee,37210,884526,644571584
5518,28463,Jennifer Greene,4,JenniferGreene@abc.com,JenniferGreene1,@JenniferGreene,3 Emery Hill Drive ,Dummerston,Vermont,05301,848153,699494984
5519,75691,Curtis Gonzalez,4,CurtisGonzalez@abc.com,CurtisGonzalez28,@CurtisGonzalez,6672 Urban Court ,Arvada,Colorado,80004,808097,667590921
5520,18666,Leonard Nelson,2,LeonardNelson@abc.com,LeonardNelson18,@LeonardNelson,132 Laurel Green Court ,Savannah,Georgia,31419,859687,680044042
5521,83483,Judy Hermans,3,JudyHermans@abc.com,JudyHermans80,@JudyHermans,1300 Lemos Lane ,Fremont,California,94539,859222,695072457
5522,18982,Dennis Burgos,3,DennisBurgos@abc.com,DennisBurgos77,@DennisBurgos,8506 West 54th Avenue #205,Arvada,Colorado,80002,860345,640600857
5523,70589,Christopher Pushaw,4,ChristopherPushaw@abc.com,ChristopherPushaw54,@ChristopherPushaw,201 West Montgomery Cross Road #170,Savannah,Georgia,31406,820304,678461269
5524,13282,William Guyette,4,WilliamGuyette@abc.com,WilliamGuyette54,@WilliamGuyette,8315 Surf Drive ,Panama City Beach,Florida,32408,831115,619301491
5525,78107,Frederick Hale,4,FrederickHale@abc.com,FrederickHale18,@FrederickHale,17020 West 64th Drive ,Arvada,Colorado,80007,802060,693121067
5526,23343,Paris Grant,1,ParisGrant@abc.com,ParisGrant57,@ParisGrant,536 Walters Farm Road ,East Haven,Vermont,05837,857227,664917879
5527,44988,Lena Phillips,4,LenaPhillips@abc.com,LenaPhillips2,@LenaPhillips,2317 Fernwood Drive ,Nashville,Tennessee,37216,882719,690449445
5528,48322,Christine Minchew,2,ChristineMinchew@abc.com,ChristineMinchew89,@ChristineMinchew,111 Rosemary Street ,Brockton,Massachusetts,02302,889965,692480798
5529,53160,Joseph Lee,1,JosephLee@abc.com,JosephLee8,@JosephLee,8409 Gullane Court ,Pasadena,Maryland,21122,814863,654087899
5530,73411,Wendy Daly,1,WendyDaly@abc.com,WendyDaly77,@WendyDaly,2750 Gilmore Lane ##C304,Oroville,California,95966,835888,676104516
5531,62080,William Anderson,4,WilliamAnderson@abc.com,WilliamAnderson7,@WilliamAnderson,212 Burk Way ,Del City,Oklahoma,73115,874415,602323535
5532,96620,Jerry Flynn,4,JerryFlynn@abc.com,JerryFlynn30,@JerryFlynn,5125 North 58th Avenue #418,Glendale,Arizona,85301,859569,613448628
5533,66766,Herbert Dickerson,4,HerbertDickerson@abc.com,HerbertDickerson28,@HerbertDickerson,1552 Gibson Street ,Montgomery,Alabama,36110,831608,650676104
5534,80940,Adam Villagomez,4,AdamVillagomez@abc.com,AdamVillagomez2,@AdamVillagomez,2315 Kimberly Drive ,Nashville,Tennessee,37214,887433,627266674
5535,27690,Stephen Plummer,3,StephenPlummer@abc.com,StephenPlummer8,@StephenPlummer,4001 Anderson Road #147,Nashville,Tennessee,37217,886536,603106758
5536,10989,Gladys Atkinson,1,GladysAtkinson@abc.com,GladysAtkinson22,@GladysAtkinson,5516 West Indore Drive ,Littleton,Colorado,80128,868956,635609461
5537,22416,Abel Deck,2,AbelDeck@abc.com,AbelDeck25,@AbelDeck,1208 Festival Lane ,Montgomery,Alabama,36117,874883,631967482
5538,81017,Brigette Canela,4,BrigetteCanela@abc.com,BrigetteCanela29,@BrigetteCanela,512 Danley Court ,Nashville,Tennessee,37013,863320,607630299
5539,94933,Joseph Nichols,4,JosephNichols@abc.com,JosephNichols51,@JosephNichols,1701 Foster Avenue ,Panama City,Florida,32405,830160,675604756
5540,12154,Robert Whitchurch,3,RobertWhitchurch@abc.com,RobertWhitchurch55,@RobertWhitchurch,9920 West 81st Avenue ,Arvada,Colorado,80005,824510,686010851
5541,38863,Maudie Enge,3,MaudieEnge@abc.com,MaudieEnge66,@MaudieEnge,7202 Jump Street ,Youngstown,Florida,32466,893109,639157497
5542,51624,Ethel Kimball,2,EthelKimball@abc.com,EthelKimball94,@EthelKimball,1001 6th Street Northwest ,Washington,Dist. of Columbia,20001,888294,620122500
5543,37735,Sue Perez,4,SuePerez@abc.com,SuePerez95,@SuePerez,4 Glen Circle ,Glen Burnie,Maryland,21060,835772,683886711
5544,16833,Colleen Cormier,1,ColleenCormier@abc.com,ColleenCormier31,@ColleenCormier,369 Ruth Avenue ,Mountain View,California,94043,886060,680090841
5545,56515,Diana Sanches,1,DianaSanches@abc.com,DianaSanches84,@DianaSanches,2032 4th Street Northwest ,Washington,Dist. of Columbia,20001,814309,665502291
5546,34524,Paul Casanova,4,PaulCasanova@abc.com,PaulCasanova84,@PaulCasanova,108 Chalmers Avenue ,Glen Burnie,Maryland,21061,804522,619417726
5547,86020,Sam Atkinson,4,SamAtkinson@abc.com,SamAtkinson37,@SamAtkinson,2075 Archer Drive ,Fayetteville,Arkansas,72701,895080,641523693
5548,89962,Joyce Harrison,1,JoyceHarrison@abc.com,JoyceHarrison42,@JoyceHarrison,32 Country Club Boulevard ,Dartmouth,Massachusetts,02747,802022,608936443
5549,83002,Kathleen Laskoski,1,KathleenLaskoski@abc.com,KathleenLaskoski47,@KathleenLaskoski,1838 North Scull Creek Drive ,Fayetteville,Arkansas,72703,858347,634676130
5550,59084,David Tonner,2,DavidTonner@abc.com,DavidTonner61,@DavidTonner,5605 North Terry Avenue ,Oklahoma City,Oklahoma,73111,848522,609164954
5551,91205,Rosemary Young,1,RosemaryYoung@abc.com,RosemaryYoung41,@RosemaryYoung,310 West Trinity Lane ,Nashville,Tennessee,37207,898788,625061691
5552,25754,Jo Streeter,3,JoStreeter@abc.com,JoStreeter37,@JoStreeter,15 Cranberry Hill Road ,Thetford,Vermont,05043,821044,617689561
5553,45936,Lois Mclain,4,LoisMclain@abc.com,LoisMclain55,@LoisMclain,10313 Durham Drive ,Oklahoma City,Oklahoma,73162,886076,658975813
5554,43238,Bonnie Lorenzo,1,BonnieLorenzo@abc.com,BonnieLorenzo4,@BonnieLorenzo,1010 10th Street Northeast ,Washington,Dist. of Columbia,20002,872119,601272018
5555,41676,Issac Boltz,3,IssacBoltz@abc.com,IssacBoltz61,@IssacBoltz,1209 Meehan Road ,nan,Vermont,05443,833765,663035729
5556,36140,Marvin Williams,1,MarvinWilliams@abc.com,MarvinWilliams9,@MarvinWilliams,5116 Feys Court ,Louisville,Kentucky,40216,807018,624549496
5557,58413,Richard Miller,2,RichardMiller@abc.com,RichardMiller77,@RichardMiller,1001 Northwest 104th Street ,Oklahoma City,Oklahoma,73114,846259,682462791
5558,61254,Timmy Hinckley,4,TimmyHinckley@abc.com,TimmyHinckley15,@TimmyHinckley,716 O Street #APT 000010,Anchorage,Alaska,99501,872918,631904153
5559,90129,Hugo Maske,2,HugoMaske@abc.com,HugoMaske95,@HugoMaske,396 Berkshire Drive ,Riva,Maryland,21140,827890,673760181
5560,22394,Margaret Lopez,1,MargaretLopez@abc.com,MargaretLopez71,@MargaretLopez,6016 Northwest 27th Street ,Oklahoma City,Oklahoma,73127,841739,639742343
5561,25074,Eric Barnes,4,EricBarnes@abc.com,EricBarnes90,@EricBarnes,22524 Sambar Loop ,Anchorage,Alaska,99567,846351,657732778
5562,73254,Eunice Maloy,2,EuniceMaloy@abc.com,EuniceMaloy67,@EuniceMaloy,5805 Armada Drive ,Carlsbad,California,92008,893428,665179035
5563,38780,Donna Nadeau,3,DonnaNadeau@abc.com,DonnaNadeau45,@DonnaNadeau,8597 Bay Road ,Pasadena,Maryland,21122,824749,630163308
5564,60914,Casey Greenhouse,3,CaseyGreenhouse@abc.com,CaseyGreenhouse61,@CaseyGreenhouse,707 Leaning Oaks Drive ,Savannah,Georgia,31410,818531,675404964
5565,80908,Marianne Thomas,1,MarianneThomas@abc.com,MarianneThomas12,@MarianneThomas,30 Tanner Street ,Manchester,Connecticut,06042,811165,652769322
5566,15499,Kevin Andersen,4,KevinAndersen@abc.com,KevinAndersen80,@KevinAndersen,6611 5th Street Northwest ,Washington,Dist. of Columbia,20012,866285,683937383
5567,83644,Keisha Alzate,3,KeishaAlzate@abc.com,KeishaAlzate29,@KeishaAlzate,3819 Vineyard Avenue #59,Pleasanton,California,94566,874942,663364020
5568,44692,William Stevenson,3,WilliamStevenson@abc.com,WilliamStevenson5,@WilliamStevenson,4313 Wisconsin Street #APT 000007,Anchorage,Alaska,99517,885732,601657905
5569,39853,Peter Cefalu,3,PeterCefalu@abc.com,PeterCefalu67,@PeterCefalu,7703 Aragorn Court ,Hanover,Maryland,21076,848982,656759563
5570,35359,Doris Dillard,3,DorisDillard@abc.com,DorisDillard67,@DorisDillard,38 Renwick Road ,Melrose,Massachusetts,02176,893804,670446656
5571,58141,Tammy Dickens,3,TammyDickens@abc.com,TammyDickens14,@TammyDickens,14206 James Rees Way ,Louisville,Kentucky,40299,813637,650796415
5572,22462,Patricia Cole,4,PatriciaCole@abc.com,PatriciaCole17,@PatriciaCole,2113 Bowen Drive ,Montgomery,Alabama,36106,892982,617138382
5573,12227,David Rich,4,DavidRich@abc.com,DavidRich32,@DavidRich,1302 Cherry Street ,Panama City,Florida,32401,828099,693098454
5574,37071,Julie Basquez,3,JulieBasquez@abc.com,JulieBasquez18,@JulieBasquez,2728 Hale Avenue ,Louisville,Kentucky,40211,821978,609640775
5575,70788,Jennifer Manthe,3,JenniferManthe@abc.com,JenniferManthe3,@JenniferManthe,5 Irving Street ,Easthampton,Massachusetts,01027,823677,653755756
5576,29327,Stefania Gallagher,4,StefaniaGallagher@abc.com,StefaniaGallagher45,@StefaniaGallagher,1317 Allison Street Northeast ,Washington,Dist. of Columbia,20017,867591,691628622
5577,33649,Connie Mcnabb,2,ConnieMcnabb@abc.com,ConnieMcnabb77,@ConnieMcnabb,6605 North 93RD Avenue #1016,Glendale,Arizona,85305,844033,608708865
5578,90718,Eileen Cobb,4,EileenCobb@abc.com,EileenCobb65,@EileenCobb,1505 Rosewood Avenue #11,Louisville,Kentucky,40204,860712,636210327
5579,32017,Katherine Lanterman,4,KatherineLanterman@abc.com,KatherineLanterman82,@KatherineLanterman,6049 Quail Street ,Arvada,Colorado,80004,886826,688817221
5580,86819,Sean Tyler,3,SeanTyler@abc.com,SeanTyler17,@SeanTyler,90 Mountain Street ,Bristol,Vermont,05443,878896,622576997
5581,84941,Brenda Cripe,4,BrendaCripe@abc.com,BrendaCripe71,@BrendaCripe,152 Holly Court ,Mountain View,California,94043,814901,634412384
5582,75014,Mary Gibson,3,MaryGibson@abc.com,MaryGibson52,@MaryGibson,269 Park Street #1,North Reading,Massachusetts,01864,830581,600893009
5583,30231,Arnold Girard,2,ArnoldGirard@abc.com,ArnoldGirard12,@ArnoldGirard,39 Cottage Street ,Athol,Massachusetts,01331,894290,649386817
5584,35333,Ethel Dionne,2,EthelDionne@abc.com,EthelDionne21,@EthelDionne,5650 West 60th Avenue A,Arvada,Colorado,80003,890332,626937548
5585,56951,Brad Taylor,1,BradTaylor@abc.com,BradTaylor39,@BradTaylor,2209 Florida Avenue ,Savannah,Georgia,31404,875501,644305451
5586,70892,Kimberly Duvall,4,KimberlyDuvall@abc.com,KimberlyDuvall86,@KimberlyDuvall,8040 Cranberry Street ,Anchorage,Alaska,99502,883610,696139067
5587,34226,Isaac Moore,3,IsaacMoore@abc.com,IsaacMoore57,@IsaacMoore,6385 Oak Street #101,Arvada,Colorado,80004,869994,698925908
5588,86675,Mary Mattera,4,MaryMattera@abc.com,MaryMattera69,@MaryMattera,109 High Street ,Manchester,Connecticut,06040,801417,674020025
5589,63682,Harriet Thor,3,HarrietThor@abc.com,HarrietThor1,@HarrietThor,8404 South Villa Avenue ,Oklahoma City,Oklahoma,73159,861189,660415403
5590,35667,Frank Miller,3,FrankMiller@abc.com,FrankMiller92,@FrankMiller,61 Hills Street ,Manchester,Connecticut,06040,824134,626961100
5591,41354,Dale Folta,2,DaleFolta@abc.com,DaleFolta63,@DaleFolta,71 Racine Road ,nan,Vermont,05468,856391,672135885
5592,85183,Linda Cole,2,LindaCole@abc.com,LindaCole16,@LindaCole,6653 West Rose Garden Lane ,Glendale,Arizona,85308,876783,697904750
5593,75961,David Rodriguez,3,DavidRodriguez@abc.com,DavidRodriguez4,@DavidRodriguez,802 Virginia Avenue ,Lynn Haven,Florida,32444,824359,697944908
5594,79267,Regina Avila,1,ReginaAvila@abc.com,ReginaAvila25,@ReginaAvila,3951 Kimberly Street ,Montgomery,Alabama,36116,825239,697546764
5595,10059,Juliette Alderman,3,JulietteAlderman@abc.com,JulietteAlderman24,@JulietteAlderman,91 Rushforde Drive ,Manchester,Connecticut,06040,889611,659103309
5596,27643,Nicholas Moon,1,NicholasMoon@abc.com,NicholasMoon13,@NicholasMoon,23 North Hill Street ,Nashville,Tennessee,37210,888293,674260173
5597,21168,Robert Schuman,1,RobertSchuman@abc.com,RobertSchuman59,@RobertSchuman,1536 Rachaels Ridge ,Nashville,Tennessee,37076,814613,635981359
5598,84199,James Hsu,2,JamesHsu@abc.com,JamesHsu46,@JamesHsu,188 River Road ,Essex,Vermont,05452,882037,616793247
5599,46666,Barbara Moreno,3,BarbaraMoreno@abc.com,BarbaraMoreno49,@BarbaraMoreno,7144 Marlborough Terrace ,Berkeley,California,94705,816373,634231779
5600,66025,David Dunham,3,DavidDunham@abc.com,DavidDunham56,@DavidDunham,683 North Wilson Avenue ,Fayetteville,Arkansas,72701,805394,679302636
5601,18989,Ashley Roberts,3,AshleyRoberts@abc.com,AshleyRoberts89,@AshleyRoberts,207 Maple Hill Road ,Shaftsbury,Vermont,05262,842721,611273816
5602,62415,William Blanton,4,WilliamBlanton@abc.com,WilliamBlanton99,@WilliamBlanton,525 Middle Turnpike West ,Manchester,Connecticut,06040,867726,646054357
5603,75883,Cheryl Measom,3,CherylMeasom@abc.com,CherylMeasom11,@CherylMeasom,1076 Foster Street ,Alameda,California,94502,865348,629763621
5604,33206,Deborah Delagarza,1,DeborahDelagarza@abc.com,DeborahDelagarza87,@DeborahDelagarza,2436 Naples Avenue ,Panama City,Florida,32405,809515,615273308
5605,91559,Amanda Foster,1,AmandaFoster@abc.com,AmandaFoster59,@AmandaFoster,11 Rosewood Lane ,Essex,Vermont,05452,828912,672899416
5606,85230,Kayleen Garcia,3,KayleenGarcia@abc.com,KayleenGarcia89,@KayleenGarcia,7808 Baltimore Annapolis Boulevard ,Glen Burnie,Maryland,21060,897958,651123094
5607,32130,Kimberly Sylvester,2,KimberlySylvester@abc.com,KimberlySylvester13,@KimberlySylvester,8378 Cole Street ,Arvada,Colorado,80005,889276,665316041
5608,36640,Dorothy Cooper,1,DorothyCooper@abc.com,DorothyCooper59,@DorothyCooper,3534 Saint Lawrence Road ,Nashville,Tennessee,37080,808337,683346159
5609,38102,Mary Collier,4,MaryCollier@abc.com,MaryCollier82,@MaryCollier,325 Joseph Circle ,Southport,Florida,32409,833969,690793804
5610,81015,Jay Iliff,1,JayIliff@abc.com,JayIliff88,@JayIliff,18789 Crane Avenue ,Castro Valley,California,94546,840170,660427902
5611,43471,Robert Taylor,2,RobertTaylor@abc.com,RobertTaylor64,@RobertTaylor,6007 Yarrow Street H,Arvada,Colorado,80004,847977,661969850
5612,54242,Kevin Hume,1,KevinHume@abc.com,KevinHume69,@KevinHume,2643 North Sierra Avenue ,Fayetteville,Arkansas,72703,808019,627492683
5613,85395,Claudine Whit,4,ClaudineWhit@abc.com,ClaudineWhit55,@ClaudineWhit,7321 Mary Jo Avenue ,Panama City,Florida,32409,807891,661976466
5614,94449,Ralph Thomas,2,RalphThomas@abc.com,RalphThomas4,@RalphThomas,10383 Eagle River Lane ,Anchorage,Alaska,99577,806625,627495041
5615,98856,Sidney Stringer,3,SidneyStringer@abc.com,SidneyStringer82,@SidneyStringer,38 Milford Street ,Medway,Massachusetts,02053,849459,655122635
5616,41173,Sean Rose,3,SeanRose@abc.com,SeanRose54,@SeanRose,6703 Bluffview Circle ,Louisville,Kentucky,40299,878884,628756870
5617,71081,Debra Howard,4,DebraHoward@abc.com,DebraHoward82,@DebraHoward,4012 Heritage Place Drive ,Norman,Oklahoma,73072,843151,682835443
5618,84664,Evelyn Friedman,3,EvelynFriedman@abc.com,EvelynFriedman40,@EvelynFriedman,12064 West 61st Avenue ,Arvada,Colorado,80004,804431,645843598
5619,27211,Jeffrey Dansby,1,JeffreyDansby@abc.com,JeffreyDansby14,@JeffreyDansby,622 Elaine Drive ,Nashville,Tennessee,37211,888920,656337470
5620,53789,Diane Ritchie,2,DianeRitchie@abc.com,DianeRitchie28,@DianeRitchie,8 Corona Street ,nan,Vermont,05733,808225,670105602
5621,57240,Marlene Day,3,MarleneDay@abc.com,MarleneDay49,@MarleneDay,10340 West 62nd Place ,Arvada,Colorado,80004,860240,684870437
5622,46676,Samuel Payne,2,SamuelPayne@abc.com,SamuelPayne65,@SamuelPayne,1 Dunsmuir Lane ,Savannah,Georgia,31411,838418,656683985
5623,34871,Terry Dobek,4,TerryDobek@abc.com,TerryDobek80,@TerryDobek,1 Portsmouth Road ,Piedmont,California,94610,889474,689087261
5624,85136,Marie Swafford,4,MarieSwafford@abc.com,MarieSwafford80,@MarieSwafford,14 Olympia Street ,Norton,Massachusetts,02766,803648,611050192
5625,33346,Esther Pagan,1,EstherPagan@abc.com,EstherPagan71,@EstherPagan,3138 Banneker Drive Northeast ,Washington,Dist. of Columbia,20018,837229,696375886
5626,84124,Raymond Wadkins,3,RaymondWadkins@abc.com,RaymondWadkins78,@RaymondWadkins,26 Wetherell Street ,Manchester,Connecticut,06040,829714,614104107
5627,72180,Daniel Stanley,3,DanielStanley@abc.com,DanielStanley49,@DanielStanley,8673 Burkitt Place Drive ,Nolensville,Tennessee,37135,828888,636616415
5628,50521,James Johnson,2,JamesJohnson@abc.com,JamesJohnson72,@JamesJohnson,3623 Chateau Lane ,Louisville,Kentucky,40219,834244,690364848
5629,75375,Wiley Jensen,3,WileyJensen@abc.com,WileyJensen29,@WileyJensen,6740 Dickerson Drive ,Anchorage,Alaska,99504,849926,638126751
5630,44427,Thomas Mcclure,4,ThomasMcclure@abc.com,ThomasMcclure12,@ThomasMcclure,1500 South Division Street ,Guthrie,Oklahoma,73044,846011,675854204
5631,21330,Devin Glaser,3,DevinGlaser@abc.com,DevinGlaser58,@DevinGlaser,5815 West Del Lago Circle ,Glendale,Arizona,85308,865504,608614401
5632,59283,Maria Graham,3,MariaGraham@abc.com,MariaGraham11,@MariaGraham,5244 West Port Au Prince Lane ,Glendale,Arizona,85306,834565,635531844
5633,87808,Joseph Marx,4,JosephMarx@abc.com,JosephMarx98,@JosephMarx,35 Lakewood Circle South ,Manchester,Connecticut,06040,813766,699435724
5634,63765,Jeffrey Calderon,3,JeffreyCalderon@abc.com,JeffreyCalderon30,@JeffreyCalderon,206 Blue Marlin Drive ,Savannah,Georgia,31410,878951,680872330
5635,43428,Javier Jernigan,2,JavierJernigan@abc.com,JavierJernigan33,@JavierJernigan,1114 Barley Drive ,Montgomery,Alabama,36111,888242,693662808
5636,98420,Theresa Lawson,3,TheresaLawson@abc.com,TheresaLawson28,@TheresaLawson,1402 North Capitol Street Northwest ,Washington,Dist. of Columbia,20002,869232,621811374
5637,61766,Richard Bowler,3,RichardBowler@abc.com,RichardBowler71,@RichardBowler,5516 West Indore Drive ,Littleton,Colorado,80128,812386,676506369
5638,44265,Kevin Lipscomb,2,KevinLipscomb@abc.com,KevinLipscomb59,@KevinLipscomb,881 Main Street ,Manchester,Connecticut,06040,868530,698729735
5639,36735,Randy Ragland,4,RandyRagland@abc.com,RandyRagland24,@RandyRagland,7111 North 75th Avenue #1067,Glendale,Arizona,85303,840875,687309802
5640,47661,Sandra Johnson,2,SandraJohnson@abc.com,SandraJohnson61,@SandraJohnson,2 Cockle Shell Road ,Savannah,Georgia,31419,811715,630567332
5641,11586,Betty Kelly,2,BettyKelly@abc.com,BettyKelly80,@BettyKelly,3720 West 86th Avenue APT F,Anchorage,Alaska,99502,859106,654304095
5642,63710,Heather James,1,HeatherJames@abc.com,HeatherJames73,@HeatherJames,14003 Crossbranch Court ,Louisville,Kentucky,40245,875943,659463598
5643,21243,Jennifer Gehl,2,JenniferGehl@abc.com,JenniferGehl80,@JenniferGehl,4001 Anderson Road #147,Nashville,Tennessee,37217,816556,626539929
5644,48454,Teddy Fisher,2,TeddyFisher@abc.com,TeddyFisher52,@TeddyFisher,7018 Russell Court ,Arvada,Colorado,80007,805680,634187969
5645,20352,Richard Williams,1,RichardWilliams@abc.com,RichardWilliams59,@RichardWilliams,1513 Southeast 9th Street ,Moore,Oklahoma,73160,880577,688901741
5646,22155,Mark Lunsford,3,MarkLunsford@abc.com,MarkLunsford96,@MarkLunsford,3901 Old Seward Highway #STE 000016,Anchorage,Alaska,99503,837170,661723797
5647,11476,Teresa Wilder,2,TeresaWilder@abc.com,TeresaWilder32,@TeresaWilder,5721 Frank Hough Road ,Panama City,Florida,32404,872457,628301342
5648,55445,Sarah Workman,3,SarahWorkman@abc.com,SarahWorkman45,@SarahWorkman,1938 Arcadian Street ,Savannah,Georgia,31405,876352,672906664
5649,37065,Ben Pulido,1,BenPulido@abc.com,BenPulido24,@BenPulido,549 Elysian Fields Road ,Nashville,Tennessee,37211,883996,625977407
5650,89167,Jessica Wiand,3,JessicaWiand@abc.com,JessicaWiand46,@JessicaWiand,1330 West 82nd Avenue ,Anchorage,Alaska,99518,833084,648107694
5651,24629,Shirley Pearce,3,ShirleyPearce@abc.com,ShirleyPearce77,@ShirleyPearce,240 Chatham Lane ,Annapolis,Maryland,21403,836646,647893528
5652,56285,Lois Oliver,2,LoisOliver@abc.com,LoisOliver88,@LoisOliver,1102 Spy Glass Drive ,Arnold,Maryland,21012,816972,611976590
5653,41487,John Williams,3,JohnWilliams@abc.com,JohnWilliams82,@JohnWilliams,24147 Clinton Court ,Hayward,California,94545,873499,672209458
5654,88277,Roy Carney,3,RoyCarney@abc.com,RoyCarney27,@RoyCarney,7180 West Paraiso Drive ,Glendale,Arizona,85310,871956,614762439
5655,43536,Clifford Alsip,3,CliffordAlsip@abc.com,CliffordAlsip13,@CliffordAlsip,514 Flower Lane ,Alameda,California,94502,882307,687745872
5656,68894,James Sanders,2,JamesSanders@abc.com,JamesSanders91,@JamesSanders,24147 Clinton Court ,Hayward,California,94545,821413,671982864
5657,60093,Gail Pace,1,GailPace@abc.com,GailPace80,@GailPace,10980 Splendor Loop ,Anchorage,Alaska,99577,894656,641401581
5658,42707,Amy Scott,2,AmyScott@abc.com,AmyScott34,@AmyScott,14358 West 88th Place C,Arvada,Colorado,80005,840111,675308711
5659,87436,Jose Davis,3,JoseDavis@abc.com,JoseDavis99,@JoseDavis,505 Tarpon Street ,Panama City Beach,Florida,32413,869734,602677115
5660,68709,John Falkner,4,JohnFalkner@abc.com,JohnFalkner2,@JohnFalkner,1310 Riggs Street Northwest ,Washington,Dist. of Columbia,20009,828503,690141748
5661,72396,Rolland Sawyers,2,RollandSawyers@abc.com,RollandSawyers28,@RollandSawyers,20097 Butterfield Drive ,Castro Valley,California,94546,813852,664592450
5662,18432,Sharon Hatfield,3,SharonHatfield@abc.com,SharonHatfield16,@SharonHatfield,2269 Eastern Boulevard ,Montgomery,Alabama,36117,803057,686721832
5663,74300,Melissa Granier,4,MelissaGranier@abc.com,MelissaGranier10,@MelissaGranier,6460 Vermont 113 ,Vershire,Vermont,05079,854656,634783342
5664,33379,Marjorie Haynes,2,MarjorieHaynes@abc.com,MarjorieHaynes60,@MarjorieHaynes,2632 Jackson Street East ,Carson,California,90810,895448,672190991
5665,84441,Manuel Jackson,2,ManuelJackson@abc.com,ManuelJackson89,@ManuelJackson,570 Broadway ,Lynnfield,Massachusetts,01940,828513,691289463
5666,64073,Beth Thrash,1,BethThrash@abc.com,BethThrash74,@BethThrash,580 Hollow Wood Road ,Montgomery,Alabama,36109,883063,685058470
5667,56581,Sol Diego,3,SolDiego@abc.com,SolDiego66,@SolDiego,2209 Florida Avenue ,Savannah,Georgia,31404,827867,627359584
5668,50265,Charles Stroup,4,CharlesStroup@abc.com,CharlesStroup60,@CharlesStroup,1908 Newton Street Northeast ,Washington,Dist. of Columbia,20018,823209,627505314
5669,19389,Erika Marshall,1,ErikaMarshall@abc.com,ErikaMarshall50,@ErikaMarshall,10654 North 60th Avenue #2019,Glendale,Arizona,85304,847609,663797058
5670,30796,Bradley Lundy,2,BradleyLundy@abc.com,BradleyLundy78,@BradleyLundy,2206 Skidaway Road ,Savannah,Georgia,31404,835065,660285683
5671,87896,Frank Huh,4,FrankHuh@abc.com,FrankHuh87,@FrankHuh,714 Venetian Way ,Panama City,Florida,32405,815253,616545674
5672,87930,Michele Anderson,4,MicheleAnderson@abc.com,MicheleAnderson2,@MicheleAnderson,2311 West Lawson Street ,Fayetteville,Arkansas,72703,880194,672077142
5673,85541,Harry Brown,1,HarryBrown@abc.com,HarryBrown4,@HarryBrown,5688 Johnson Court ,Arvada,Colorado,80002,821636,638835951
5674,57017,Susan Pleva,4,SusanPleva@abc.com,SusanPleva92,@SusanPleva,4725 Royal Oak Drive ,Oklahoma City,Oklahoma,73135,893124,651706070
5675,67329,Mark Turner,1,MarkTurner@abc.com,MarkTurner28,@MarkTurner,816 East 69th Street ,Savannah,Georgia,31405,814820,698141513
