tx_ref,post_date_time,tx_amt,tx_payee,tx_payee_acc,tx_payee_name,tx_payee_acc_bal,tx_payee_email,tx_payee_facebook_id,tx_payee_twitter_id,tx_payee_cust_identity,tx_payee_cust_contact,tx_payee_address,tx_payee_city,tx_payee_state,tx_payee_postcode,tx_ben,tx_ben_acc,tx_ben_name,tx_ben_acc_bal,tx_ben_email,tx_ben_facebook_id,tx_ben_twitter_id,tx_ben_cust_identity,tx_ben_cust_contact,tx_ben_address,tx_ben_city,tx_ben_state,tx_ben_postcode,tx_remark,doc_ref,level,watch_name,watch_label,alert_score
TX2020030919580000951693,20200309195854,7297.6,98806,10000008146,Mary Pond,-127717.74999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,10499,10000018788,Debbie Mishou,28636.349999999977,DebbieMishou@abc.com,DebbieMishou93,@DebbieMishou,818672,689544765,30544 Whitmore Road ,Whitmore,California,96096,Mary Pond to Debbie Mishou,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000955073,20200309195854,9657.6,98806,10000008147,Mary Pond,49881.669999999984,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,23403,10000010169,Ashley Barstow,483.6199999999881,AshleyBarstow@abc.com,AshleyBarstow83,@AshleyBarstow,800864,612073117,4016 Doane Street ,Fremont,California,94538,Mary Pond to Ashley Barstow,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000964261,20200309195854,240.09,98806,10000008147,Mary Pond,50121.75999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,21800,10000023839,Raul Jones,-34970.889999999985,RaulJones@abc.com,RaulJones88,@RaulJones,873832,601498391,8063 Regency Drive ,Pleasanton,California,94588,Mary Pond to Raul Jones,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000966708,20200309195854,5085.65,98806,10000008148,Mary Pond,76132.38999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,20197,10000005649,Helen Ivie,-24582.33000000001,HelenIvie@abc.com,HelenIvie15,@HelenIvie,887984,638082480,17020 West 64th Drive ,Arvada,Colorado,80007,Mary Pond to Helen Ivie,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000971020,20200309195854,3175.15,98806,10000008147,Mary Pond,46228.98999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,58003,10000021603,Andrea Bonner,133731.44,AndreaBonner@abc.com,AndreaBonner42,@AndreaBonner,899374,609946859,901 Samson Road ,Saint Albans City,Vermont,5478,Mary Pond to Andrea Bonner,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000976449,20200309195854,2168.0,98806,10000008147,Mary Pond,48396.98999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,59278,10000000005,Ronald Travis,38378.80999999998,RonaldTravis@abc.com,RonaldTravis41,@RonaldTravis,837077,609253447,6823 Forsythe Drive ,Panama City,Florida,32404,Mary Pond to Ronald Travis,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000984363,20200309195854,7526.64,98806,10000008149,Mary Pond,-295475.5200000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,85452,10000009921,Jose Cook,-124166.72999999998,JoseCook@abc.com,JoseCook28,@JoseCook,853970,679986085,261 East Old Hickory Boulevard ,Nashville,Tennessee,37115,Mary Pond to Jose Cook,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000984683,20200309195854,9081.18,98806,10000008146,Mary Pond,-132424.22999999992,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,58419,10000011739,Tricia Askew,76511.75999999998,TriciaAskew@abc.com,TriciaAskew57,@TriciaAskew,852508,683478178,6286 West Louise Drive ,Glendale,Arizona,85310,Mary Pond to Tricia Askew,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000988431,20200309195854,9280.98,98806,10000008149,Mary Pond,-286194.5400000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,56366,10000008598,Samuel Mitchell,95338.26000000004,SamuelMitchell@abc.com,SamuelMitchell75,@SamuelMitchell,856339,608846082,7841 North 59th Lane #G37,Glendale,Arizona,85301,Mary Pond to Samuel Mitchell,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000989480,20200309195854,2342.54,98806,10000008146,Mary Pond,-130081.68999999993,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,62451,10000024169,Dallas Taylor,49063.87999999994,DallasTaylor@abc.com,DallasTaylor95,@DallasTaylor,817867,693428622,5102 Ander Drive ,Brentwood,Tennessee,37027,Mary Pond to Dallas Taylor,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000990518,20200309195854,5319.24,98806,10000008148,Mary Pond,69155.94999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,76061,10000020421,Helen Duran,57019.24,HelenDuran@abc.com,HelenDuran75,@HelenDuran,869982,613792831,4 Old Colony Way ,Yarmouth,Massachusetts,02664,Mary Pond to Helen Duran,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000991610,20200309195854,8427.8,98806,10000008148,Mary Pond,77583.74999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,58334,10000008051,Diane Mcdaniel,-18616.499999999996,DianeMcdaniel@abc.com,DianeMcdaniel80,@DianeMcdaniel,841159,610125309,1983 Reidsville Street ,Annapolis,Maryland,21401,Mary Pond to Diane Mcdaniel,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000996027,20200309195854,7876.13,98806,10000008148,Mary Pond,80050.23999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,13035,10000023641,Evelyn Volo,-36268.209999999985,EvelynVolo@abc.com,EvelynVolo57,@EvelynVolo,838817,676222944,1209 Parker Street ,Berkeley,California,94702,Mary Pond to Evelyn Volo,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000000006,20200309195854,9494.91,94461,10000021895,Peter Floyd,-9063.930000000013,PeterFloyd@abc.com,PeterFloyd65,@PeterFloyd,886654,685411431,327 Woodbridge Street ,Manchester,Connecticut,6042,98806,10000008147,Mary Pond,17812.299999999996,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Peter Floyd to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000003115,20200309195854,6883.5,19718,10000017925,Bradley Geller,58407.19,BradleyGeller@abc.com,BradleyGeller27,@BradleyGeller,877253,680015175,702 East 53rd Street ,Savannah,Georgia,31405,98806,10000008147,Mary Pond,10928.799999999996,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Bradley Geller to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000028130,20200309195854,5238.98,94759,10000012454,Esther Beason,-27733.74000000001,EstherBeason@abc.com,EstherBeason77,@EstherBeason,817582,622866396,10129 Spring Gate Drive ,Louisville,Kentucky,40241,98806,10000008147,Mary Pond,12353.029999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Esther Beason to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000030941,20200309195854,4254.79,76458,10000015448,Meta Knight,32837.08999999998,MetaKnight@abc.com,MetaKnight84,@MetaKnight,807034,692228431,2849 Quail Drive ,Fayetteville,Arkansas,72704,98806,10000008149,Mary Pond,-177978.70000000004,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Meta Knight to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000033775,20200309195854,7471.77,34599,10000022248,James Malone,-27964.35999999999,JamesMalone@abc.com,JamesMalone34,@JamesMalone,810695,686449900,4738 Mallard Common ,Fremont,California,94555,98806,10000008149,Mary Pond,-185450.47000000003,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,James Malone to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000044191,20200309195854,9754.77,58651,10000020570,Angie Hammett,33760.679999999986,AngieHammett@abc.com,AngieHammett97,@AngieHammett,871812,653945037,15082 North 59th Avenue #111,Glendale,Arizona,85306,98806,10000008148,Mary Pond,17650.119999999963,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Angie Hammett to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000050483,20200309195854,412.05,27067,10000012987,Angela Lowery,-40932.4,AngelaLowery@abc.com,AngelaLowery1,@AngelaLowery,843133,677657628,992 Sherwood Forest Road ,Annapolis,Maryland,21401,98806,10000008148,Mary Pond,18275.119999999963,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Angela Lowery to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000051509,20200309195854,6824.46,97065,10000005266,Stewart Palmer,23475.829999999994,StewartPalmer@abc.com,StewartPalmer28,@StewartPalmer,875497,679794455,3827 West Chapman Avenue ,Orange,California,92868,98806,10000008146,Mary Pond,-74128.41,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Stewart Palmer to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000075355,20200309195854,9164.22,60889,10000019144,Sylvia Hunter,10062.93000000001,SylviaHunter@abc.com,SylviaHunter12,@SylviaHunter,875475,692541641,9 Kimball Court #107,Burlington,Massachusetts,1803,98806,10000008148,Mary Pond,14127.01999999996,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Sylvia Hunter to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000077935,20200309195854,3972.48,43105,10000012028,Yolanda Frediani,-65745.57999999999,YolandaFrediani@abc.com,YolandaFrediani99,@YolandaFrediani,868225,645740263,14 6th Street #1,Medford,Massachusetts,2155,98806,10000008147,Mary Pond,11882.759999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Yolanda Frediani to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000078916,20200309195854,5468.01,21083,10000015567,Joseph Porter,-25586.270000000004,JosephPorter@abc.com,JosephPorter52,@JosephPorter,855919,643585126,110 Seaton Place Northwest ,Washington,Dist. of Columbia,20001,98806,10000008149,Mary Pond,-190918.48000000004,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Joseph Porter to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000083562,20200309195854,6601.29,12011,10000013811,Lillian Hirz,1714.9299999999976,LillianHirz@abc.com,LillianHirz45,@LillianHirz,867939,688202514,3145 19th Avenue Court ,Greeley,Colorado,80631,98806,10000008148,Mary Pond,7525.729999999962,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Lillian Hirz to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000086909,20200309195854,8494.65,96990,10000016886,Laura Range,71479.64000000001,LauraRange@abc.com,LauraRange7,@LauraRange,834541,698410200,4672 A Street Southeast ,Washington,Dist. of Columbia,20019,98806,10000008148,Mary Pond,-968.9200000000374,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Laura Range to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000097782,20200309195854,650.48,48625,10000004319,Betty Wilson,-36301.51,BettyWilson@abc.com,BettyWilson66,@BettyWilson,808154,663140263,9636 Morar Road ,Panama City,Florida,32409,98806,10000008149,Mary Pond,-191568.96000000005,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Betty Wilson to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000099399,20200309195854,5801.18,37188,10000013330,Frank Stubbert,-18264.99999999996,FrankStubbert@abc.com,FrankStubbert27,@FrankStubbert,856519,657556435,4035 East 8th Street ,Panama City,Florida,32404,98806,10000008146,Mary Pond,-79929.59,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Frank Stubbert to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000104019,20200309195854,7910.69,87240,10000016973,Cynthia Marez,-32511.25999999997,CynthiaMarez@abc.com,CynthiaMarez2,@CynthiaMarez,883385,626411046,135 Pond Road ,Shelburne,Vermont,5482,98806,10000008147,Mary Pond,13830.869999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Cynthia Marez to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000104122,20200309195854,919.04,62637,10000019489,Michelle Vaness,8460.049999999996,MichelleVaness@abc.com,MichelleVaness76,@MichelleVaness,805729,681648462,4455 West 61st Place ,Arvada,Colorado,80003,98806,10000008148,Mary Pond,4217.999999999963,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Michelle Vaness to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000104198,20200309195854,684.37,28587,10000010880,Latonya Sisneros,-52020.74000000001,LatonyaSisneros@abc.com,LatonyaSisneros84,@LatonyaSisneros,851467,677700011,45 Heathcote Circle ,Savannah,Georgia,31405,98806,10000008148,Mary Pond,3533.629999999963,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Latonya Sisneros to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000109668,20200309195854,2860.95,62110,10000011780,Charles Monteros,33118.02,CharlesMonteros@abc.com,CharlesMonteros88,@CharlesMonteros,808190,699130485,1032 Brayhill Road ,Edmond,Oklahoma,73003,98806,10000008148,Mary Pond,672.679999999963,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Charles Monteros to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000109888,20200309195854,8087.27,86064,10000018451,Kara Houston,-6057.950000000009,KaraHouston@abc.com,KaraHouston13,@KaraHouston,857058,601317255,5510 Montgomery Street #4,Savannah,Georgia,31405,98806,10000008147,Mary Pond,5743.599999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Kara Houston to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000112838,20200309195854,9566.9,53287,10000015372,Maureen Villa,13410.770000000004,MaureenVilla@abc.com,MaureenVilla90,@MaureenVilla,880128,622638999,314 Lallemand Court ,Nashville,Tennessee,37211,98806,10000008149,Mary Pond,-193950.55000000005,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Maureen Villa to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000113803,20200309195854,5776.15,58421,10000009018,Theodore Washington,88359.47,TheodoreWashington@abc.com,TheodoreWashington69,@TheodoreWashington,897980,615342520,4672 A Street Southeast ,Washington,Dist. of Columbia,20019,98806,10000008148,Mary Pond,-5103.4700000000375,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Theodore Washington to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000113916,20200309195854,90.47,68549,10000009488,Robert Ben,83254.14999999997,RobertBen@abc.com,RobertBen23,@RobertBen,829482,667746569,2636 Knollwood Drive ,Montgomery,Alabama,36116,98806,10000008149,Mary Pond,-194041.02000000005,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Robert Ben to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000120252,20200309195854,100.28,39102,10000000448,Lena Wiggins,107444.69000000002,LenaWiggins@abc.com,LenaWiggins53,@LenaWiggins,831269,671221943,29 White Oak Drive ,,Vermont,5465,98806,10000008146,Mary Pond,-80029.87,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Lena Wiggins to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000121133,20200309195854,927.77,81731,10000019282,Rudolph Aron,58191.72000000002,RudolphAron@abc.com,RudolphAron25,@RudolphAron,847303,630253277,4607 Artelia Drive ,Nashville,Tennessee,37013,98806,10000008148,Mary Pond,-6031.240000000035,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Rudolph Aron to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000122280,20200309195854,8187.49,47394,10000007268,Margaret Rose,22820.74,MargaretRose@abc.com,MargaretRose44,@MargaretRose,823843,672984690,11140 West 60th Avenue ,Arvada,Colorado,80004,98806,10000008149,Mary Pond,-202228.51000000004,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Margaret Rose to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000124767,20200309195854,4778.19,66756,10000018042,David Kellogg,15210.229999999996,DavidKellogg@abc.com,DavidKellogg66,@DavidKellogg,865537,690571640,7404 West Crest Lane ,Glendale,Arizona,85310,98806,10000008146,Mary Pond,-84808.06,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,David Kellogg to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000130645,20200309195854,1495.4,88637,10000005071,Erin Elrod,53605.22999999999,ErinElrod@abc.com,ErinElrod13,@ErinElrod,853701,660740287,1263 Evarts Street Northeast ,Washington,Dist. of Columbia,20018,98806,10000008148,Mary Pond,-7398.9200000000355,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Erin Elrod to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000152432,20200309195854,9301.63,34360,10000000347,Kathlyn Clark,4951.510000000006,KathlynClark@abc.com,KathlynClark56,@KathlynClark,868078,698252387,39 Tania Drive ,Manchester,Connecticut,6040,98806,10000008149,Mary Pond,-210012.81000000008,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Kathlyn Clark to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000153536,20200309195854,1609.49,82163,10000012800,James Sharum,-63535.59999999997,JamesSharum@abc.com,JamesSharum19,@JamesSharum,825876,659284834,1208 Elkader Court North ,Nashville,Tennessee,37013,98806,10000008146,Mary Pond,-83300.89,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,James Sharum to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000154840,20200309195854,9995.49,98427,10000010404,Gloria Casey,67415.04000000001,GloriaCasey@abc.com,GloriaCasey98,@GloriaCasey,800899,634318987,1313 North Road ,Hinesburg,Vermont,5461,98806,10000008146,Mary Pond,-93296.38,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Gloria Casey to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000160151,20200309195854,6750.04,57931,10000019835,Laura Sanford,78049.01999999996,LauraSanford@abc.com,LauraSanford24,@LauraSanford,837701,666683349,314 Cherrywood Drive ,Moore,Oklahoma,73160,98806,10000008147,Mary Pond,22948.079999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Laura Sanford to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000168236,20200309195854,1200.25,34474,10000015604,Marion Packard,120303.13000000002,MarionPackard@abc.com,MarionPackard77,@MarionPackard,854831,606201176,406 North Hammonds Ferry Road ,Linthicum Heights,Maryland,21090,98806,10000008149,Mary Pond,-211213.06000000008,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Marion Packard to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000169178,20200309195854,1013.91,35363,10000017678,James Rios,146587.5,JamesRios@abc.com,JamesRios29,@JamesRios,874149,637778272,6221 West Wethersfield Road ,Glendale,Arizona,85304,98806,10000008148,Mary Pond,-2943.280000000037,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,James Rios to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000177632,20200309195854,810.23,56736,10000000114,Ruben Stanford,-41365.68,RubenStanford@abc.com,RubenStanford70,@RubenStanford,843108,650960410,11522 Country Spring Court ,Cupertino,California,95014,98806,10000008146,Mary Pond,-94106.61,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Ruben Stanford to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000179529,20200309195854,8929.66,46454,10000011600,Doris Moses,-101656.18000000004,DorisMoses@abc.com,DorisMoses11,@DorisMoses,845270,644337586,142 Ash Drive ,Montgomery,Alabama,36117,98806,10000008149,Mary Pond,-220142.7200000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Doris Moses to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
